LANDING_YEAR,MANAGEMENT_GROUP_CODE,COMPLEX1_CODE,COMPLEX2_CODE,PACFIN_SPECIES_CODE,COMMON_NAME,TOTAL_LANDED_WEIGHT_MTONS,TOTAL_LANDED_WEIGHT_PPP,TOTAL_EXVESSEL_REVENUE,TOTAL_CONFIDENTIAL_FLAG
2003,GRND,ROCK,....,BLK1,NOM. BLACK ROCKFISH,41.9,,90023.11,*
2003,GRND,ROCK,....,BLU1,NOM. BLUE ROCKFISH,4.3,,11493.44,*
2003,GRND,ROCK,....,BLUR,BLUE ROCKFISH,8.1,,20759.45,
2003,GRND,ROCK,....,BNK1,NOM. BANK ROCKFISH,3.4,,5382.81,
2003,GRND,ROCK,....,BRW1,NOM. BROWN ROCKFISH,3.2,,24503.15,
2003,GRND,ROCK,....,BRWN,BROWN ROCKFISH,16.8,,182121,
2003,GRND,ROCK,....,BYEL,BLACK AND YELLOW ROCKFISH,4.4,,52972.15,*
2003,GRND,ROCK,....,BYL1,NOM. BLACK-AND-YELLOW ROCKFISH,3.2,,29757.11,
2003,GRND,ROCK,....,CHN1,NOM. CHINA ROCKFISH,1.1,,14979.55,
2003,GRND,ROCK,....,CHNA,CHINA ROCKFISH,10.5,,124817.39,*
2003,GRND,ROCK,....,CLP1,NOM. CHILIPEPPER,0.6,,1162.68,*
2003,GRND,ROCK,....,CLPR,CHILIPEPPER ROCKFISH,7.6,,9672.17,*
2003,GRND,ROCK,....,CNR1,NOM. CANARY ROCKFISH,0.3,,352.68,*
2003,GRND,ROCK,....,CNRY,CANARY ROCKFISH,7.9,,7431.17,
2003,GRND,ROCK,....,COP1,NOM. COPPER ROCKFISH,2.4,,18431.29,
2003,GRND,ROCK,....,COPP,COPPER ROCKFISH,1.3,,11520.45,
2003,GRND,ROCK,....,CWC1,NOM. COWCOD ROCKFISH,0,,0,*
2003,GRND,ROCK,....,CWCD,COWCOD ROCKFISH,0,,63.4,
2003,GRND,ROCK,....,DBR1,NOM. DARKBLOTCHED ROCKFISH,4.1,,3810.62,*
2003,GRND,ROCK,....,DBRK,DARKBLOTCHED ROCKFISH,78.9,,72001.48,*
2003,GRND,ROCK,....,FLAG,FLAG ROCKFISH,0,,0,*
2003,GRND,ROCK,....,FLG1,NOM. FLAG ROCKFISH,0,,0,*
2003,GRND,ROCK,....,GBL1,NOM. GREENBLOTCHED ROCKFISH,0,,0,*
2003,GRND,ROCK,....,GBLC,GREENBLOTCHED ROCKFISH,0,,0,*
2003,GRND,ROCK,....,GPH1,NOM. GOPHER ROCKFISH,2,,21055.43,
2003,GRND,ROCK,....,GPHR,GOPHER ROCKFISH,11.3,,133270.52,
2003,GRND,ROCK,....,GRAS,GRASS ROCKFISH,12.5,,239194.32,
2003,GRND,ROCK,....,GRS1,NOM. GRASS ROCKFISH,1.7,,24401.31,
2003,GRND,ROCK,....,GSP1,NOM. GREENSPOTTED ROCKFISH,0,,0,*
2003,GRND,ROCK,....,GSPT,GREENSPOTTED ROCKFISH,0.6,,719.52,*
2003,GRND,ROCK,....,GSR1,NOM. GREENSTRIPED ROCKFISH,0,,0,*
2003,GRND,ROCK,....,GSRK,GREENSTRIPED ROCKFISH,8.3,,5674.96,*
2003,GRND,ROCK,....,HLQN,HARLEQUIN ROCKFISH,0,,0,*
2003,GRND,ROCK,....,KLP1,NOM. KELP ROCKFISH,0.8,,7170.96,
2003,GRND,ROCK,....,KLPR,KELP ROCKFISH,0.4,,4105.99,
2003,GRND,ROCK,....,MXR1,NOM. MEXICAN ROCKFISH,0,,0,*
2003,GRND,ROCK,....,NUSF,NOR. UNSP. SHELF ROCKFISH,4.2,,2576.27,
2003,GRND,ROCK,....,NUSP,NOR. UNSP. SLOPE ROCKFISH,14.1,,13711.79,*
2003,GRND,ROCK,....,NUSR,NOR. UNSP. NEAR-SHORE ROCKFISH,0.7,,2158.48,*
2003,GRND,ROCK,....,OLV1,NOM. OLIVE ROCKFISH,0.7,,2074.36,
2003,GRND,ROCK,....,PNK1,NOM. PINK ROCKFISH,0,,0,*
2003,GRND,ROCK,....,PNKR,PINK ROCKFISH,0,,0,*
2003,GRND,ROCK,....,POP,PACIFIC OCEAN PERCH,128,,122834.36,*
2003,GRND,ROCK,....,POP2,NOM. POP,1.1,,968.76,*
2003,GRND,ROCK,....,QLB1,NOM. QUILLBACK ROCKFISH,2,,20429.14,*
2003,GRND,ROCK,....,QLBK,QUILLBACK ROCKFISH,0.5,,6123.36,*
2003,GRND,ROCK,....,RCK2,UNSP. BOLINA RCKFSH,2.2,,21312.91,
2003,GRND,ROCK,....,RCK3,UNSP. DPWTR REDS RCKFSH,0,,0,*
2003,GRND,ROCK,....,RCK4,UNSP. REDS RCKFSH,3.5,,10119.46,
2003,GRND,ROCK,....,RCK5,UNSP. SMALL REDS RCKFSH,1.9,,2818.93,
2003,GRND,ROCK,....,RCK6,UNSP. ROSEFISH RCKFSH,1,,1714.26,*
2003,GRND,ROCK,....,RCK7,UNSP. GOPHER ROCKFISH,1.6,,17991.26,*
2003,GRND,ROCK,....,RCK9,BLACK+BLUE ROCKFISH,0,,0,*
2003,GRND,ROCK,....,RDB1,NOM. REDBANDED ROCKFISH,0,,0,*
2003,GRND,ROCK,....,RDBD,REDBANDED ROCKFISH,18.8,,19390.17,*
2003,GRND,ROCK,....,REDS,REDSTRIPE ROCKFISH,5.6,,519.73,*
2003,GRND,ROCK,....,REYE,ROUGHEYE ROCKFISH,69.9,,67125.89,*
2003,GRND,ROCK,....,ROS1,NOM. ROSY ROCKFISH,0,,0,*
2003,GRND,ROCK,....,ROSY,ROSY ROCKFISH,0,,13.51,
2003,GRND,ROCK,....,RST1,NOM. ROSETHORN ROCKFISH,0,,0,*
2003,GRND,ROCK,....,RSTN,ROSETHORN ROCKFISH,0.6,,515.18,*
2003,GRND,ROCK,....,SBL1,NOM. SHORTBELLY ROCKFISH,0,,0,*
2003,GRND,ROCK,....,SBLY,SHORTBELLY ROCKFISH,0.4,,0.64,
2003,GRND,ROCK,....,SCR1,NOM. CALIFORNIA SCORPIONFISH,5.3,,32144.93,
2003,GRND,ROCK,....,SHRP,SHARPCHIN ROCKFISH,5.4,,3010.54,
2003,GRND,ROCK,....,SLGR,SILVERGRAY ROCKFISH,1.9,,1609.29,
2003,GRND,ROCK,....,SNOS,SPLITNOSE ROCKFISH,146.1,,88840.92,*
2003,GRND,ROCK,....,SNS1,NOM. SPLITNOSE ROCKFISH,19.9,,13645.61,
2003,GRND,ROCK,....,SPK1,NOM. SPECKLED ROCKFISH,0,,0,*
2003,GRND,ROCK,....,SQR1,NOM. SQUARESPOT,0,,0,*
2003,GRND,ROCK,....,SRKR,SHORTRAKER ROCKFISH,20.2,,20174.07,*
2003,GRND,ROCK,....,STR1,NOM. STARRY ROCKFISH,0,,43.18,*
2003,GRND,ROCK,....,STRK,STRIPETAIL ROCKFISH,0,,69.68,*
2003,GRND,ROCK,....,SWS1,NOM. SWORDSPINE ROCKFISH,0,,0,*
2003,GRND,ROCK,....,TGR1,NOM. TIGER ROCKFISH,0,,51.35,*
2003,GRND,ROCK,....,TIGR,TIGER ROCKFISH,0,,0,*
2003,GRND,ROCK,....,TRE1,NOM. TREEFISH,0.2,,1463.06,
2003,GRND,ROCK,....,TREE,TREEFISH,0.6,,7559.83,
2003,GRND,ROCK,....,UDNR,UNSP. DEEP NEAR-SHORE RF,0,,0,*
2003,GRND,ROCK,....,UPOP,UNSP. POP GROUP,0,,0,*
2003,GRND,ROCK,....,URCK,UNSP. ROCKFISH,2.1,,5815.17,*
2003,GRND,ROCK,....,USHR,UNSP. NEAR-SHORE ROCKFISH,0,,0,*
2003,GRND,ROCK,....,USLF,UNSP. SHELF ROCKFISH,0.7,,1957.45,
2003,GRND,ROCK,....,USLP,UNSP. SLOPE ROCKFISH,10.1,,18022.65,*
2003,GRND,ROCK,....,VRM1,NOM. VERMILLION ROCKFISH,3.4,,16744.16,
2003,GRND,ROCK,....,VRML,VERMILION ROCKFISH,5.1,,20628.99,
2003,GRND,ROCK,....,WDOW,WIDOW ROCKFISH,20.2,,7902.83,
2003,GRND,ROCK,....,WDW1,NOM. WIDOW ROCKFISH,9.3,,9404.69,*
2003,GRND,ROCK,....,YEY1,NOM. YELLOWEYE ROCKFISH,0.2,,394.21,*
2003,GRND,ROCK,....,YEYE,YELLOWEYE ROCKFISH,1,,495.91,*
2003,GRND,ROCK,....,YMTH,YELLOWMOUTH ROCKFISH,3.3,,3158.8,
2003,GRND,ROCK,....,YTR1,NOM. YELLOWTAIL ROCKFISH,33.9,,36876.48,*
2003,GRND,ROCK,....,YTRK,YELLOWTAIL ROCKFISH,144.6,,105198.56,
2003,GRND,ROCK,TRNY,LSP1,NOM. LONGSPINE THORNYHEAD,89.5,,122218.64,*
2003,GRND,ROCK,TRNY,LSPN,LONGSPINE THORNYHEAD,1457.4,,2031411.67,
2003,GRND,ROCK,TRNY,SSP1,NOM. SHORTSPINE THORNYHEAD,65.1,,163392.15,
2003,GRND,ROCK,TRNY,SSPN,SHORTSPINE THORNYHEAD,757.6,,2054488.84,*
2003,GRND,ROCK,TRNY,THDS,THORNYHEADS (MIXED),39.6,,54006.65,
2003,GRND,ROCK,TRNY SUBTOTAL,,__THORNYHEADS COMPLEX,2409.2,,4425517.95,*
2003,GRND,ROCK SUBTOTAL,,,__ALL ROCKFISH,3824.7,,7241430.6,*
2003,GRND,ROND,....,AMCK,ATKA MACKEREL,0,,0,*
2003,GRND,ROND,....,CBZ1,NOM. CABEZON,27.9,,285067.93,
2003,GRND,ROND,....,CBZN,CABEZON,38.8,,326393.22,*
2003,GRND,ROND,....,KGL1,NOM. KELP GREENLING,24.6,,222788.94,*
2003,GRND,ROND,....,KLPG,KELP GREENLING,0.4,,5869.8,
2003,GRND,ROND,....,LCD1,NOM. LINGCOD,23.5,,81145.55,
2003,GRND,ROND,....,LCOD,LINGCOD,119,,292301,
2003,GRND,ROND,....,PCOD,PACIFIC COD,1036.1,,1177832.47,*
2003,GRND,ROND,....,PLCK,WALLEYE POLLOCK,1103.3,,28013.46,
2003,GRND,ROND,....,PWHT,PACIFIC WHITING,137464.7,,13397666.05,*
2003,GRND,ROND,....,SABL,SABLEFISH,4240.9,,16043680.77,
2003,GRND,ROND SUBTOTAL,,,__ALL ROUNDFISH,144079.2,,31860759.19,*
2004,GRND,FLAT,....,BSOL,BUTTER SOLE,0,,0,*
2004,GRND,FLAT,....,CSOL,CURLFIN SOLE,1.5,,1431.32,*
2004,GRND,FLAT,....,DOVR,DOVER SOLE,6642.6,,5332631.61,
2004,GRND,FLAT,....,DSOL,DEEPSEA SOLE,4.6,,3724.05,
2004,GRND,FLAT,....,DVR1,NOM. DOVER SOLE,5,,6549.07,*
2004,GRND,FLAT,....,EGL1,NOM. ENGLISH SOLE,1.1,,1056.25,*
2004,GRND,FLAT,....,EGLS,ENGLISH SOLE,866.6,,655653.08,
2004,GRND,FLAT,....,FNTS,FANTAIL SOLE,0,,0,*
2004,GRND,FLAT,....,FSOL,FLATHEAD SOLE,18.1,,12237.48,*
2004,GRND,FLAT,....,HTRB,HORNYHEAD TURBOT,0.2,,153.79,
2004,GRND,FLAT,....,PTR1,NOM. PETRALE SOLE,232,,455051.09,
2004,GRND,FLAT,....,PTRL,PETRALE SOLE,1647.9,,3712559.91,
2004,GRND,FLAT,....,REX,REX SOLE,527.9,,449817.27,
2004,GRND,FLAT,....,REX1,NOM. REX SOLE,11.8,,10990.91,*
2004,GRND,FLAT,....,RSL1,NOM. ROCK SOLE,13.1,,14464.95,*
2004,GRND,FLAT,....,RSOL,ROCK SOLE,11.7,,7374.85,*
2004,GRND,FLAT,....,SFL1,NOM. STARRY FLOUNDER,24.1,,32732.41,*
2004,GRND,FLAT,....,SLNS,SLENDER SOLE,1.2,,908.46,*
2004,GRND,FLAT,....,SSO1,NOM. SAND SOLE,20.5,,37966.18,*
2004,GRND,FLAT,....,SSOL,SAND SOLE,126.4,,177339.71,*
2004,GRND,FLAT,....,STRY,STARRY FLOUNDER,73,,61462.21,*
2004,GRND,FLAT,....,UFLT,UNSP. FLATFISH,17.2,,37158.81,*
2004,GRND,FLAT,SDAB,LDB1,NOM. LONGFIN SANDDAB,0,,0,*
2004,GRND,FLAT,SDAB,PDAB,PACIFIC SANDDAB,448.5,,361266.48,*
2004,GRND,FLAT,SDAB,PDB1,NOM. PACIFIC SANDDAB,0,,0,*
2004,GRND,FLAT,SDAB,UDAB,UNSP. SANDDABS,6,,18807.46,*
2004,GRND,FLAT,SDAB SUBTOTAL,,__SANDDABS,454.5,,380073.94,*
2004,GRND,FLAT,TRBT,ART1,NOM. ARROWTOOTH FLOUNDER,44.3,,10033.59,*
2004,GRND,FLAT,TRBT,ARTH,ARROWTOOTH FLOUNDER,2201.6,,511179.99,*
2004,GRND,FLAT,TRBT,UTRB,UNSP. TURBOTS,0.5,,490.3,
2004,GRND,FLAT,TRBT SUBTOTAL,,__TURBOTS,2246.4,,521703.88,*
2004,GRND,FLAT SUBTOTAL,,,__ALL FLATFISH,12947.4,,11913041.23,*
2004,GRND,MGRN,....,GRDR,UNSP. GRENADIERS,179.2,,61355.41,*
2004,GRND,MGRN,....,RATF,SPOTTED RATFISH,0,,0,*
2004,GRND,MGRN,SHRK,DSRK,SPINY DOGFISH,384.5,,176591.14,
2004,GRND,MGRN,SHRK,LSRK,LEOPARD SHARK,9.6,,17487.15,*
2004,GRND,MGRN,SHRK,SSRK,SOUPFIN SHARK,19.8,,39863.07,*
2004,GRND,MGRN,SHRK SUBTOTAL,,__ALL SHARKS,413.9,,233941.36,*
2004,GRND,MGRN,SKAT,CSKT,CALIFORNIA SKATE,0,,0,*
2004,GRND,MGRN,SKAT,LSKT,LONGNOSE SKATE,0,,0,*
2004,GRND,MGRN,SKAT,USKT,UNSP. SKATE,619.4,,217597.61,
2004,GRND,MGRN,SKAT SUBTOTAL,,__ALL SKATES & RAYS,619.4,,217597.61,*
2004,GRND,MGRN SUBTOTAL,,,__MISC. GROUNDFISH,1212.5,,512894.38,*
2004,GRND,ROCK,....,ARR1,NOM. AURORA ROCKFISH,0.4,,1121.6,
2004,GRND,ROCK,....,ARRA,AURORA ROCKFISH,69.2,,66703.9,
2004,GRND,ROCK,....,BANK,BANK ROCKFISH,130.9,,167110.46,
2004,GRND,ROCK,....,BCAC,BOCACCIO,6.8,,8355.78,*
2004,GRND,ROCK,....,BCC1,NOM. BOCACCIO,6.3,,17225.88,
2004,GRND,ROCK,....,BGL1,NOM. BLACKGILL ROCKFISH,72.7,,174510.67,*
2004,GRND,ROCK,....,BLCK,BLACK ROCKFISH,136.6,,424834,*
2004,GRND,ROCK,....,BLGL,BLACKGILL ROCKFISH,79.9,,125262.93,*
2004,GRND,ROCK,....,BLK1,NOM. BLACK ROCKFISH,48.8,,111729.17,*
2004,GRND,ROCK,....,BLU1,NOM. BLUE ROCKFISH,7.5,,24304.2,
2004,GRND,ROCK,....,BLUR,BLUE ROCKFISH,10.6,,29311.81,
2004,GRND,ROCK,....,BNK1,NOM. BANK ROCKFISH,2.3,,4817.9,
2004,GRND,ROCK,....,BRW1,NOM. BROWN ROCKFISH,2.6,,28999.99,
2004,GRND,ROCK,....,BRWN,BROWN ROCKFISH,21.7,,263229.99,*
2004,GRND,ROCK,....,BRZ1,NOM. BRONZESPOTTED ROCKFISH,0.1,,296.31,
2004,GRND,ROCK,....,BYEL,BLACK AND YELLOW ROCKFISH,8.3,,112141.64,
2004,GRND,ROCK,....,BYL1,NOM. BLACK-AND-YELLOW ROCKFISH,2.3,,25024.49,*
2004,GRND,ROCK,....,CHN1,NOM. CHINA ROCKFISH,1,,12189.37,
2004,GRND,ROCK,....,CHNA,CHINA ROCKFISH,8.4,,103291.57,
2004,GRND,ROCK,....,CLP1,NOM. CHILIPEPPER,6.3,,12164.3,
2004,GRND,ROCK,....,CLPR,CHILIPEPPER ROCKFISH,59.4,,59117.15,
2004,GRND,ROCK,....,CML1,NOM. CHAMELEON ROCKFISH,0,,0,*
2004,GRND,ROCK,....,CNR1,NOM. CANARY ROCKFISH,1.7,,1718.54,*
2004,GRND,ROCK,....,CNRY,CANARY ROCKFISH,10,,5225.19,*
2004,GRND,ROCK,....,COP1,NOM. COPPER ROCKFISH,4.1,,36761.57,
2004,GRND,ROCK,....,COPP,COPPER ROCKFISH,1.8,,18216.99,*
2004,GRND,ROCK,....,CWC1,NOM. COWCOD ROCKFISH,0,,0,*
2004,GRND,ROCK,....,DBR1,NOM. DARKBLOTCHED ROCKFISH,10.4,,11969.38,*
2004,GRND,ROCK,....,DBRK,DARKBLOTCHED ROCKFISH,178,,173946.48,*
2004,GRND,ROCK,....,FLAG,FLAG ROCKFISH,0,,0,*
2004,GRND,ROCK,....,FLG1,NOM. FLAG ROCKFISH,0.2,,1069.43,
2004,GRND,ROCK,....,GBL1,NOM. GREENBLOTCHED ROCKFISH,0.3,,1161.85,*
2004,GRND,ROCK,....,GBLC,GREENBLOTCHED ROCKFISH,0,,0,*
2004,GRND,ROCK,....,GPH1,NOM. GOPHER ROCKFISH,3.7,,43102.26,*
2004,GRND,ROCK,....,GPHR,GOPHER ROCKFISH,12.1,,161000.19,
2004,GRND,ROCK,....,GRAS,GRASS ROCKFISH,8.8,,171862.2,
2004,GRND,ROCK,....,GRS1,NOM. GRASS ROCKFISH,5.5,,101893.7,
2004,GRND,ROCK,....,GSP1,NOM. GREENSPOTTED ROCKFISH,0.1,,314.44,*
2004,GRND,ROCK,....,GSPT,GREENSPOTTED ROCKFISH,0.3,,536.88,*
2004,GRND,ROCK,....,GSR1,NOM. GREENSTRIPED ROCKFISH,0,,0,*
2004,GRND,ROCK,....,GSRK,GREENSTRIPED ROCKFISH,2.8,,2115.72,*
2004,GRND,ROCK,....,HNY1,NOM. HONEYCOMB ROCKFISH,0,,0,*
2004,GRND,ROCK,....,KLP1,NOM. KELP ROCKFISH,0.1,,1247.55,*
2004,GRND,ROCK,....,KLPR,KELP ROCKFISH,0.8,,7922.78,
2004,GRND,ROCK,....,MXR1,NOM. MEXICAN ROCKFISH,0,,0,*
2004,GRND,ROCK,....,NUSF,NOR. UNSP. SHELF ROCKFISH,2.3,,2164.04,*
2004,GRND,ROCK,....,NUSP,NOR. UNSP. SLOPE ROCKFISH,8.4,,7336.81,*
2004,GRND,ROCK,....,NUSR,NOR. UNSP. NEAR-SHORE ROCKFISH,0.7,,1144.55,*
2004,GRND,ROCK,....,OLV1,NOM. OLIVE ROCKFISH,1,,3972.42,*
2004,GRND,ROCK,....,OLVE,OLIVE ROCKFISH,0,,112.35,
2004,GRND,ROCK,....,ORCK,OTHER ROCKFISH,0,,0,*
2004,GRND,ROCK,....,PGMY,PYGMY ROCKFISH,0,,0,*
2004,GRND,ROCK,....,PNK1,NOM. PINK ROCKFISH,0,,0,*
2004,GRND,ROCK,....,PNKR,PINK ROCKFISH,0,,20.82,
2004,GRND,ROCK,....,POP,PACIFIC OCEAN PERCH,99.3,,99478.67,*
2004,GRND,ROCK,....,POP2,NOM. POP,8.6,,8367.82,*
2004,GRND,ROCK,....,QLB1,NOM. QUILLBACK ROCKFISH,0.4,,5938.23,*
2004,GRND,ROCK,....,QLBK,QUILLBACK ROCKFISH,2.8,,22116.46,*
2004,GRND,ROCK,....,RCK2,UNSP. BOLINA RCKFSH,3.1,,35164.67,
2004,GRND,ROCK,....,RCK3,UNSP. DPWTR REDS RCKFSH,0,,0,*
2004,GRND,ROCK,....,RCK4,UNSP. REDS RCKFSH,8.6,,40065.76,*
2004,GRND,ROCK,....,RCK5,UNSP. SMALL REDS RCKFSH,0.4,,738.95,*
2004,GRND,ROCK,....,RCK6,UNSP. ROSEFISH RCKFSH,0.9,,920.11,*
2004,GRND,ROCK,....,RCK7,UNSP. GOPHER ROCKFISH,1.4,,14742.92,*
2004,GRND,ROCK,....,RDB1,NOM. REDBANDED ROCKFISH,0.1,,192.93,
2004,GRND,ROCK,....,RDBD,REDBANDED ROCKFISH,24.8,,27327.44,*
2004,GRND,ROCK,....,REDS,REDSTRIPE ROCKFISH,2.3,,217.56,
2004,GRND,ROCK,....,REYE,ROUGHEYE ROCKFISH,85.2,,77609.26,*
2004,GRND,ROCK,....,ROS1,NOM. ROSY ROCKFISH,0.2,,465.93,
2004,GRND,ROCK,....,RST1,NOM. ROSETHORN ROCKFISH,0,,0,*
2004,GRND,ROCK,....,RSTN,ROSETHORN ROCKFISH,0.7,,1349.18,
2004,GRND,ROCK,....,SBL1,NOM. SHORTBELLY ROCKFISH,0,,0,*
2004,GRND,ROCK,....,SBLY,SHORTBELLY ROCKFISH,0.3,,224.05,*
2004,GRND,ROCK,....,SCR1,NOM. CALIFORNIA SCORPIONFISH,5,,31939.28,
2004,GRND,ROCK,....,SHRP,SHARPCHIN ROCKFISH,23.7,,29866.07,*
2004,GRND,ROCK,....,SLGR,SILVERGRAY ROCKFISH,0.3,,327.09,
2004,GRND,ROCK,....,SNOS,SPLITNOSE ROCKFISH,187.8,,133979.12,
2004,GRND,ROCK,....,SNS1,NOM. SPLITNOSE ROCKFISH,0.9,,1371.92,*
2004,GRND,ROCK,....,SPK1,NOM. SPECKLED ROCKFISH,0,,69.58,*
2004,GRND,ROCK,....,SPKL,SPECKLED ROCKFISH,0,,4.48,
2004,GRND,ROCK,....,SQR1,NOM. SQUARESPOT,0,,0,*
2004,GRND,ROCK,....,SRKR,SHORTRAKER ROCKFISH,18,,17620.01,
2004,GRND,ROCK,....,STL1,NOM. STRIPETAIL ROCKFISH,0,,0,*
2004,GRND,ROCK,....,STR1,NOM. STARRY ROCKFISH,0.1,,670.13,
2004,GRND,ROCK,....,STRK,STRIPETAIL ROCKFISH,0,,0,*
2004,GRND,ROCK,....,TGR1,NOM. TIGER ROCKFISH,0,,23.85,*
2004,GRND,ROCK,....,TIGR,TIGER ROCKFISH,0,,0,*
2004,GRND,ROCK,....,TRE1,NOM. TREEFISH,0.3,,3250.7,
2004,GRND,ROCK,....,TREE,TREEFISH,0.4,,5480.83,
2004,GRND,ROCK,....,UDNR,UNSP. DEEP NEAR-SHORE RF,0,,0,*
2004,GRND,ROCK,....,UPOP,UNSP. POP GROUP,0,,0,*
2004,GRND,ROCK,....,URCK,UNSP. ROCKFISH,2,,6019.59,*
2004,GRND,ROCK,....,USHR,UNSP. NEAR-SHORE ROCKFISH,0,,0,*
2004,GRND,ROCK,....,USLF,UNSP. SHELF ROCKFISH,2.5,,9048.52,
2004,GRND,ROCK,....,USLP,UNSP. SLOPE ROCKFISH,9,,15711.04,
2004,GRND,ROCK,....,VRM1,NOM. VERMILLION ROCKFISH,7.3,,30205.44,
2004,GRND,ROCK,....,VRML,VERMILION ROCKFISH,9.1,,43993.98,
2004,GRND,ROCK,....,WDOW,WIDOW ROCKFISH,26.3,,12508.37,*
2004,GRND,ROCK,....,WDW1,NOM. WIDOW ROCKFISH,22.7,,19681.53,*
2004,GRND,ROCK,....,YEY1,NOM. YELLOWEYE ROCKFISH,0,,37.6,*
2004,GRND,ROCK,....,YEYE,YELLOWEYE ROCKFISH,0.3,,348.6,*
2004,GRND,ROCK,....,YMTH,YELLOWMOUTH ROCKFISH,10.9,,11273.47,
2004,GRND,ROCK,....,YTR1,NOM. YELLOWTAIL ROCKFISH,51.2,,62203.12,*
2004,GRND,ROCK,....,YTRK,YELLOWTAIL ROCKFISH,203.5,,152838.98,*
2004,GRND,ROCK,TRNY,LSP1,NOM. LONGSPINE THORNYHEAD,25.3,,55321.56,*
2004,GRND,ROCK,TRNY,LSPN,LONGSPINE THORNYHEAD,642.3,,666419.18,*
2004,GRND,ROCK,TRNY,SSP1,NOM. SHORTSPINE THORNYHEAD,126.4,,736894.74,*
2004,GRND,ROCK,TRNY,SSPN,SHORTSPINE THORNYHEAD,613.9,,1148858.08,*
2004,GRND,ROCK,TRNY,THDS,THORNYHEADS (MIXED),41.4,,177691.6,*
2004,GRND,ROCK,TRNY SUBTOTAL,,__THORNYHEADS COMPLEX,1449.3,,2785185.16,*
2004,GRND,ROCK SUBTOTAL,,,__ALL ROCKFISH,3204.9,,6235137.65,*
2004,GRND,ROND,....,CBZ1,NOM. CABEZON,19.4,,212389.99,
2004,GRND,ROND,....,CBZN,CABEZON,57.8,,495289.31,*
2004,GRND,ROND,....,KGL1,NOM. KELP GREENLING,24.1,,222479.9,
2004,GRND,ROND,....,KLPG,KELP GREENLING,1.2,,14353.47,
2004,GRND,ROND,....,LCD1,NOM. LINGCOD,37.9,,134283.07,
2004,GRND,ROND,....,LCOD,LINGCOD,115.9,,263090.19,
2004,GRND,ROND,....,PCOD,PACIFIC COD,1095.3,,1112252.65,*
2004,GRND,ROND,....,PLCK,WALLEYE POLLOCK,174.8,,3301.15,
2004,GRND,ROND,....,PWHT,PACIFIC WHITING,210003,,19801821.62,*
2004,GRND,ROND,....,SABL,SABLEFISH,4530.4,,14333988.84,
2004,GRND,ROND,....,URND,UNSP. ROUNDFISH,0,,0,*
2004,GRND,ROND SUBTOTAL,,,__ALL ROUNDFISH,216059.8,,36593250.19,*
2005,GRND,FLAT,....,BSOL,BUTTER SOLE,0,,0,*
2005,GRND,FLAT,....,CSOL,CURLFIN SOLE,0.7,,475.35,*
2005,GRND,FLAT,....,DOVR,DOVER SOLE,6740.7,,5438191.91,
2005,GRND,FLAT,....,DSOL,DEEPSEA SOLE,7.2,,5953.35,
2005,GRND,FLAT,....,DVR1,NOM. DOVER SOLE,0.2,,921.75,*
2005,GRND,FLAT,....,EGL1,NOM. ENGLISH SOLE,190.4,,136450.08,*
2005,GRND,FLAT,....,EGLS,ENGLISH SOLE,671.4,,476337.05,
2005,GRND,FLAT,....,FNTS,FANTAIL SOLE,0,,0,*
2005,GRND,FLAT,....,FSOL,FLATHEAD SOLE,0,,0,*
2005,GRND,FLAT,....,PTR1,NOM. PETRALE SOLE,53.4,,119806.53,
2005,GRND,FLAT,....,PTRL,PETRALE SOLE,2651.2,,5312139.03,*
2005,GRND,FLAT,....,REX,REX SOLE,551.9,,454343.58,*
2005,GRND,FLAT,....,REX1,NOM. REX SOLE,29.7,,24965.09,
2005,GRND,FLAT,....,RSL1,NOM. ROCK SOLE,12.6,,14001.77,*
2005,GRND,FLAT,....,RSOL,ROCK SOLE,6.7,,4973.56,*
2005,GRND,FLAT,....,SFL1,NOM. STARRY FLOUNDER,4.7,,15064.89,
2005,GRND,FLAT,....,SLNS,SLENDER SOLE,0,,0,*
2005,GRND,FLAT,....,SSO1,NOM. SAND SOLE,7.2,,8449.05,
2005,GRND,FLAT,....,SSOL,SAND SOLE,101.3,,152246.72,*
2005,GRND,FLAT,....,STRY,STARRY FLOUNDER,52.2,,68245.02,*
2005,GRND,FLAT,....,UFLT,UNSP. FLATFISH,19.4,,40103.18,*
2005,GRND,FLAT,SDAB,PDAB,PACIFIC SANDDAB,220.5,,214295.14,*
2005,GRND,FLAT,SDAB,PDB1,NOM. PACIFIC SANDDAB,0,,0,*
2005,GRND,FLAT,SDAB,SDB1,NOM. SPECKLED SANDDAB,0,,0,*
2005,GRND,FLAT,SDAB,UDAB,UNSP. SANDDABS,118.2,,98218.93,*
2005,GRND,FLAT,SDAB SUBTOTAL,,__SANDDABS,338.7,,312514.07,*
2005,GRND,FLAT,TRBT,ART1,NOM. ARROWTOOTH FLOUNDER,14.7,,3883.7,
2005,GRND,FLAT,TRBT,ARTH,ARROWTOOTH FLOUNDER,2068.2,,477435.07,*
2005,GRND,FLAT,TRBT,UTRB,UNSP. TURBOTS,1.7,,1862.27,*
2005,GRND,FLAT,TRBT SUBTOTAL,,__TURBOTS,2084.6,,483181.04,*
2005,GRND,FLAT SUBTOTAL,,,__ALL FLATFISH,13524.2,,13068363.02,*
